item,overlap,report_id,utility,event_year,field,reason,question,options,page_refs,document_url,detail,reviewer,decision_value,decision_pages,matches_jev,notes,minutes_spent
257,no,pge__pge_psps_report_event_nov_6_8_2018,PG&E,2018,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,2;3,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/pge-psps-report-event--nov-6-8-2018.pdf,,B,,,,,
80,no,pge__pge_psps_report_letter_june_7_9_2019,PG&E,2019,complaints_reported,low_confidence,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,6;7;26;27,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-june-79-2019-amended.pdf,,B,,,,,
91,no,pge__pge_psps_report_letter_june_7_9_2019,PG&E,2019,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,6;7;8;9;27;28,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-june-79-2019-amended.pdf,,B,,,,,
262,no,pge__pge_public_safety_power_shutoff_oct_2325_2019_report,PG&E,2019,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,1;2;6;7;14;16;17;18,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-oct-2325-2019-amended.pdf,,B,,,,,
128,no,pge__pge_public_safety_power_shutoff_oct_56_2019_report,PG&E,2019,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,5;6;7;9;10;13;14;22,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-oct-56-2019-amended.pdf,,B,,,,,
242,no,pge__pge_public_safety_power_shutoff_oct_56_2019_report,PG&E,2019,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,5;6;8;20;23;24;25;26,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-oct-56-2019-amended.pdf,,B,,,,,
81,no,pge__pge_sept_7_10_2020_psps_post_event_report,PG&E,2020,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,2;3;8;9;12;13;14;150,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/pge-sept-7-10-2020-psps-post-event-report.pdf,,B,,,,,
249,no,pge__psps_event_12_02_20_de_energization_report_final,PG&E,2020,canceled_after_notice,low_confidence,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,4;5;11;31;32;68;74;75,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/psps-event-12-02-20-de-energization-report-final.pdf,,B,,,,,
148,no,pge__psps_event_12_02_20_de_energization_report_final,PG&E,2020,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,4;5;13;14;51;56;58;59,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/psps-event-12-02-20-de-energization-report-final.pdf,,B,,,,,
149,no,pge__public_safety_power_shutoff_sept_25_27_2019,PG&E,2019,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,9;10;11;12;13;14;54;65,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-sept-25-2019-amended.pdf,,B,,,,,
34,no,pge__r1812005coverpge12152023_psps_postevent_report01020224,PG&E,2023,canceled_after_notice,no_matching_page,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005coverpge12152023-psps-postevent-report01020224.pdf,,B,,,,,
35,no,pge__r1812005coverpge12152023_psps_postevent_report01020224,PG&E,2023,claims_reported,no_matching_page,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005coverpge12152023-psps-postevent-report01020224.pdf,,B,,,,,
36,no,pge__r1812005coverpge12152023_psps_postevent_report01020224,PG&E,2023,complaints_reported,no_matching_page,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005coverpge12152023-psps-postevent-report01020224.pdf,,B,,,,,
37,no,pge__r1812005coverpge12152023_psps_postevent_report01020224,PG&E,2023,mbl_advance_notice,no_matching_page,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005coverpge12152023-psps-postevent-report01020224.pdf,,B,,,,,
38,no,pge__r1812005coverpge12152023_psps_postevent_report01020224,PG&E,2023,wind_threshold_cited,no_matching_page,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005coverpge12152023-psps-postevent-report01020224.pdf,,B,,,,,
196,no,pge__r1812005pge1132025_psps_postevent_report01020224,PG&E,2025,canceled_after_notice,low_confidence,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,7;8;9;10;89;90;100;190,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005pge1132025-psps-postevent-report01020224.pdf,,B,,,,,
197,no,pge__r1812005pge61026_psps_postevent_report62526,PG&E,2026,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,7;8;9;45;46;96;100;101,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005pge61026-psps-postevent-report62526.pdf,,B,,,,,
92,no,pge__r1812005pge71526_psps_postevent_report073026,PG&E,2026,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,7;8;10;31;39;40;94;95,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005pge71526-psps-postevent-report073026.pdf,,B,,,,,
217,no,pge__r1812005pge71526_psps_postevent_report073026,PG&E,2026,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,7;8;10;12;13;14;15;68,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005pge71526-psps-postevent-report073026.pdf,,B,,,,,
223,no,sce__2021614sce_post_event_report_final,SCE,2021,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;4;5;12;13,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf,,B,,,,,
119,no,sce__2021614sce_post_event_report_final,SCE,2021,complaints_reported,low_confidence,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,3;4;5;12;13,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf,,B,,,,,
190,no,sce__2021614sce_post_event_report_final,SCE,2021,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,4;5;6;7;8;12,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf,,B,,,,,
4,no,sce__20231029_sce_psps_post_event_reportdeenergizedfinal,SCE,2023,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/20231029-sce-psps-post-event-reportdeenergizedfinal.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005sce-amendment-to-psps-post-event-report-for-102923-deenergization-event-1.pdf ; https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,B,,,,,
153,no,sce__20231029_sce_psps_post_event_reportdeenergizedfinal,SCE,2023,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,5;6;7;19;20;26;27;28,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/20231029-sce-psps-post-event-reportdeenergizedfinal.pdf,,B,,,,,
102,no,sce__20241217sce_psps_post_event_reportdeenergized_final,SCE,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,5;6;7;18;23;24;31;42,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20241217sce-psps-post-event-reportdeenergized-final.pdf,,B,,,,,
273,no,sce__20241217sce_psps_post_event_reportdeenergized_final,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,5;6;7;8;10;15;16;37,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20241217sce-psps-post-event-reportdeenergized-final.pdf,,B,,,,,
39,no,sce__jan_1221_2021_sce_psps_post_event_report,SCE,2021,canceled_after_notice,no_matching_page,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-jan-1221-2021-psps-post-event-report-amended.pdf,,B,,,,,
159,no,sce__jan_1221_2021_sce_psps_post_event_report,SCE,2021,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,66;77;78,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-jan-1221-2021-psps-post-event-report-amended.pdf,,B,,,,,
88,no,sce__nov_24_28_2020_sce_psps_post_event_report,SCE,2020,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,3;4;16;17;18;50,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-24-28-2020-sce-psps-post-event-report.pdf,,B,,,,,
40,no,sce__nov_3_7_2020_sce_psps_post_event_report,SCE,2020,canceled_after_notice,no_matching_page,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-3-7-2020-sce-psps-post-event-report.pdf,,B,,,,,
213,no,sce__nov_3_7_2020_sce_psps_post_event_report,SCE,2020,complaints_reported,low_confidence,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,7,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-3-7-2020-sce-psps-post-event-report.pdf,,B,,,,,
162,no,sce__r1812005_sce_psps_post_event_for_december_9_2024_de_energization,SCE,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;21;25;26;27;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-9-2024-de-energization.pdf,,B,,,,,
209,no,sce__r1812005_sce_psps_post_event_for_december_9_2024_de_energization,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;13;18;19;42,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-9-2024-de-energization.pdf,,B,,,,,
83,no,sce__r1812005_sce_psps_post_event_for_july_19_2024_high_threat,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,9;10;11;12;13;14;19;62,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-19-2024-high-threat.pdf,,B,,,,,
7,no,sce__r1812005_sce_psps_post_event_for_july_1_2025_de_energization,SCE,2025,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-1-2025-de--energization.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250701sce-psps-post-event-reportdeenergizedamendment2final.pdf ; https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250701_sce_psps_post_event_report-de-energized_amendment2-final.pdf,B,,,,,
111,no,sce__r1812005_sce_psps_post_event_for_july_1_2025_de_energization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;19;20;24;25;41,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-1-2025-de--energization.pdf,,B,,,,,
154,no,sce__r1812005_sce_psps_post_event_for_july_1_2025_de_energization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;17;18;40,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-1-2025-de--energization.pdf,,B,,,,,
93,yes,sce__r1812005_sce_psps_post_event_for_may_22_2025_high_threat,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;81;82;85,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-may-22-2025-high-threat.pdf,,B,,,,,
210,yes,sce__r1812005_sce_psps_post_event_for_october_27_2024_de_energization,SCE,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,9;10;11;22;27;28;42;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,,B,,,,,
267,yes,sce__r1812005_sce_psps_post_event_for_october_27_2024_de_energization,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,9;10;11;12;14;19;20;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,,B,,,,,
191,no,sce__r1812005_sce_psps_post_event_for_october_8_2024_high_threat,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;13;67;68,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-8-2024-high-threat.pdf,,B,,,,,
254,no,sce__r1812005_sce_psps_post_event_for_september_2_2025_de_energization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;20;24;25;39;40,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-september-2-2025-de-energization.pdf,,B,,,,,
268,no,sce__r1812005_sce_psps_post_event_for_september_2_2025_de_energization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;14;18;37,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-september-2-2025-de-energization.pdf,,B,,,,,
143,no,sce__r1812005_sce_psps_post_event_report_for_11_19_22_de_energization_event,SCE,2022,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;20;21;27;28;35,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-19-22-de-energization-event.pdf,,B,,,,,
9,yes,sce__r1812005_sce_psps_post_event_report_for_11_20_23_de_energization_event,SCE,2023,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-20-23-de-energization-event.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,B,,,,,
