item,overlap,report_id,utility,event_year,field,reason,question,options,page_refs,document_url,detail,reviewer,decision_value,decision_pages,matches_jev,notes,minutes_spent
32,no,pge__pge_post_event_report_9302023_event,PG&E,2023,mbl_advance_notice,no_matching_page,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/pge-post-event-report-9302023-event.pdf,,A,,,,,
33,no,pge__pge_post_event_report_9302023_event,PG&E,2023,wind_threshold_cited,no_matching_page,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/pge-post-event-report-9302023-event.pdf,,A,,,,,
248,no,pge__pge_post_event_report_9_20_2023,PG&E,2023,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,4;5;6;7;8;9;10;81,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/pge-post-event-report-9-20-2023.pdf,,A,,,,,
140,yes,pge__pge_psps_post_event_report_20240702,PG&E,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,4;5;6;37;38;39;40;45,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event_report_20240702-amended-redlined.pdf,,A,,,,,
2,yes,pge__pge_psps_post_event_report_20240702,PG&E,2024,numeric fields,conflicting_sources,The extracted version is a redline; check that no struck (deleted) value was used.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event_report_20240702-amended-redlined.pdf,,A,,,,,
205,yes,pge__pge_psps_post_event_report_20240702,PG&E,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,4;5;6;7;8;18;19;67,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event_report_20240702-amended-redlined.pdf,,A,,,,,
134,no,pge__pge_psps_report_8_30_2023_event,PG&E,2023,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,3;4;5;49;100,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/pge-psps-report-8-30-2023-event.pdf,,A,,,,,
164,no,pge__pge_psps_report_8_30_2023_event,PG&E,2023,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,1;3;4;5;91;94;97;98,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/pge-psps-report-8-30-2023-event.pdf,,A,,,,,
127,no,pge__pge_psps_report_letter_oct_13_17_2018,PG&E,2018,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,2;3;9;12,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/pge-psps-report-letter-oct-13-17-2018.pdf,,A,,,,,
222,no,pge__pge_public_safety_power_shutoff_nov_2021_2019_report,PG&E,2019,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,1;2;17;18;19;20;46;47,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-nov-20-2019-amended.pdf,,A,,,,,
147,no,pge__pge_public_safety_power_shutoff_nov_2021_2019_report,PG&E,2019,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,1;2;5;7;8;9;10;30,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-nov-20-2019-amended.pdf,,A,,,,,
279,no,pge__pge_public_safety_power_shutoff_oct_912_report,PG&E,2019,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,2;3;7;8;9;35;36;37,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/pge-public-safety-power-shutoff-oct-912-reportamended.pdf,,A,,,,,
132,no,pge__pge_sept_27_29_2020_psps_post_event_report,PG&E,2020,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,4;5;9;10;26;29;30;34,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/pge-sept-27-29-2020-psps-post-event-report.pdf,,A,,,,,
157,no,pge__pge_sept_27_29_2020_psps_post_event_report,PG&E,2020,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,4;5;15;16;21;22;23;24,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/pge-sept-27-29-2020-psps-post-event-report.pdf,,A,,,,,
258,no,pge__psps_event_12_07_20_de_energization_report,PG&E,2020,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;4;5;27;28,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/psps-event-12-07-20-de-energization-report.pdf,,A,,,,,
235,no,pge__psps_event_12_07_20_de_energization_report,PG&E,2020,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,4;5;8;9;10;31;34;38,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/psps-event-12-07-20-de-energization-report.pdf,,A,,,,,
125,no,pge__pspsreportletter092021,PG&E,2021,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,4;5;6;40;41;47;48;49,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/pspsreportletter092021.pdf,,A,,,,,
97,no,pge__r1812005_pge06192025_psps_post_event_report_072125,PG&E,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,4;5;7;23;27;34;67;68,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005--pge06192025-psps-post-event-report_072125.pdf,,A,,,,,
158,no,pge__r1812005pge51726_psps_postevent_reports1,PG&E,2026,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,7;8;9;30;41;42;96;97,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005pge51726-psps-postevent-reports1.pdf,,A,,,,,
161,no,pge__r1812005psps_event_93010152024,PG&E,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,4;5;7;25;44;45;46;47,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event-report_20240930-amended-redlined.pdf,,A,,,,,
3,no,pge__r1812005psps_event_93010152024,PG&E,2024,numeric fields,conflicting_sources,The extracted version is a redline; check that no struck (deleted) value was used.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event-report_20240930-amended-redlined.pdf,,A,,,,,
243,no,pge__r1812005psps_event_93010152024,PG&E,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,4;5;7;9;10;11;13;75,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event-report_20240930-amended-redlined.pdf,,A,,,,,
232,no,sce__2020_11_29_sce_psps_post_event_report_final,SCE,2020,canceled_after_notice,low_confidence,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,3;4,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/2020-11-29-sce-psps-post-event-report-final.pdf,,A,,,,,
101,no,sce__2020_11_29_sce_psps_post_event_report_final,SCE,2020,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,3;4;26;27;28;59,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/2020-11-29-sce-psps-post-event-report-final.pdf,,A,,,,,
263,no,sce__20240808sce_psps_post_event_reportdeenergizedfinal,SCE,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,5;6;7;19;23;24;30;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20240808sce-psps-post-event-reportdeenergizedfinal.pdf,,A,,,,,
225,no,sce__20240808sce_psps_post_event_reportdeenergizedfinal,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,5;6;7;8;9;10;12;17,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20240808sce-psps-post-event-reportdeenergizedfinal.pdf,,A,,,,,
175,no,sce__20250104sce_psps_post_event_reportdeenergizedfinal,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,6;7;8;9;10;12;14;17,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250104sce-psps-post-event-reportdeenergizedfinal.pdf,,A,,,,,
5,no,sce__20250120sce_psps_post_event_reportdeenergizedfinal,SCE,2025,last_restoration,conflicting_sources,Which last restoration is right?,,18,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250120sce-psps-post-event-reportdeenergizedfinal.pdf,workbook 2025-01-27 14:34 (sheet T05 row 27) vs PDF 2025-01-27 16:00 (page 18),A,,,,,
236,no,sce__20250120sce_psps_post_event_reportdeenergizedfinal,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,6;7;8;19;24;25;34;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250120sce-psps-post-event-reportdeenergizedfinal.pdf,,A,,,,,
160,no,sce__nov_14_18_2020_sce_psps_post_event_report,SCE,2020,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;4;8;9,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-14-18-2020-sce-psps-post-event-report.pdf,,A,,,,,
264,no,sce__nov_14_18_2020_sce_psps_post_event_report,SCE,2020,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,3;4;13;14;24;27;30;33,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-14-18-2020-sce-psps-post-event-report.pdf,,A,,,,,
135,no,sce__r1812005_sce_psps_post_event_for_august_10_2025_de_energization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;20;25;26;83;84,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-august-10-2025-de--energization.pdf,,A,,,,,
218,no,sce__r1812005_sce_psps_post_event_for_august_10_2025_de_energization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;13;18;71,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-august-10-2025-de--energization.pdf,,A,,,,,
244,no,sce__r1812005_sce_psps_post_event_for_december_5_2024_high_threat,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;13;63;64,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-5-2024-high-threat.pdf,,A,,,,,
6,no,sce__r1812005_sce_psps_post_event_for_july_15_2025_de_energization,SCE,2025,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-15-2025-de--energization.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250715sce-psps-post-event-reportdeenergizedamendment2final.pdf,A,,,,,
176,no,sce__r1812005_sce_psps_post_event_for_july_15_2025_de_energization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;19;23;24;29;48;54,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-15-2025-de--energization.pdf,,A,,,,,
167,no,sce__r1812005_sce_psps_post_event_for_july_15_2025_de_energization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;17;33;54,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-15-2025-de--energization.pdf,,A,,,,,
8,no,sce__r1812005_sce_psps_post_event_for_july_23_2025_de_energization,SCE,2025,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-23-2025-de--energization.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250723sce-psps-post-event-reportdeenergizedamendment2final.pdf,A,,,,,
110,no,sce__r1812005_sce_psps_post_event_for_july_23_2025_de_energization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,7;8;9;18;23;24;30;48,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-23-2025-de--energization.pdf,,A,,,,,
103,no,sce__r1812005_sce_psps_post_event_for_july_23_2025_de_energization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,7;8;9;10;11;12;17;54,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-23-2025-de--energization.pdf,,A,,,,,
104,no,sce__r1812005_sce_psps_post_event_for_july_26_2024_high_threat,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,9;10;11;13;18;60;61;64,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-26-2024-high-threat.pdf,,A,,,,,
93,yes,sce__r1812005_sce_psps_post_event_for_may_22_2025_high_threat,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;81;82;85,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-may-22-2025-high-threat.pdf,,A,,,,,
129,no,sce__r1812005_sce_psps_post_event_for_october_1_2024_de_energization,SCE,2024,canceled_after_notice,low_confidence,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,73;74;75,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-1-2024-de-energization.pdf,,A,,,,,
41,no,sce__r1812005_sce_psps_post_event_for_october_1_2024_de_energization,SCE,2024,wind_threshold_cited,no_matching_page,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,73;74,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-1-2024-de-energization.pdf,,A,,,,,
210,yes,sce__r1812005_sce_psps_post_event_for_october_27_2024_de_energization,SCE,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,9;10;11;22;27;28;42;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,,A,,,,,
